t_ms,path_len_m,est_x_in,est_y_in,est_theta_deg,est_lat_in,mpc_x_m,mpc_y_m,mpc_th_rad,mpc_vy_mps,mpc_s_m,s_proj_m,s_err_clamped_m,s_after_int_m,u_v_mps,u_w_rads,u_vs_mps,solve_status,solve_ms,sqp_iter,kkt,ref_x_m,ref_y_m,ref_th_rad,meas_v_ins,meas_w_rads,cmd_v_mps,cmd_w_rads
2965,1.398873,-34.0123,13.1601,75.8042,0.0000,-0.860439,0.335161,1.318802,0.000000,0.374310,0.374310,0.000000,0.374310,1.195746,-0.713823,1.200000,0,1.0000,1,0.000000,-0.780441,0.454611,1.213223,14.124716,-0.423085,1.195746,-0.713823
2975,1.398873,-33.8758,13.1950,75.5244,0.0000,-0.856975,0.336067,1.313365,0.000000,0.375953,0.375953,0.000000,0.375953,1.196804,-0.706577,1.200000,0,1.0000,1,0.000000,-0.778902,0.455187,1.212071,14.124719,-0.478479,1.196804,-0.706577
2985,1.398873,-33.7392,13.2307,75.2359,0.0000,-0.853510,0.336987,1.309174,0.000000,0.376660,0.376660,0.000000,0.376660,1.197686,-0.700543,1.200000,0,1.0000,1,0.000000,-0.778241,0.455435,1.211573,14.124722,-0.394097,1.197686,-0.700543
2995,1.398873,-33.6028,13.2670,74.9492,0.0000,-0.850051,0.337927,1.303751,0.000000,0.385730,0.385730,0.000000,0.385730,1.198768,-0.693131,1.200000,0,1.0000,1,0.000000,-0.769760,0.458651,1.205082,14.124725,-0.435842,1.198768,-0.693131
3005,1.398873,-33.4666,13.3039,74.6831,0.0000,-0.846596,0.338881,1.299320,0.000000,0.385730,0.385730,0.000000,0.385730,1.199653,-0.687074,1.200000,0,1.0000,1,0.000000,-0.769760,0.458651,1.205082,14.124727,-0.414588,1.199653,-0.687074
3015,1.398873,-33.3306,13.3415,74.4184,0.0000,-0.843147,0.339852,1.294655,0.000000,0.389721,0.389721,0.000000,0.389721,1.200518,-0.681151,1.200000,0,1.0000,1,0.000000,-0.766035,0.460084,1.202164,14.124729,-0.419180,1.200518,-0.681151
3025,1.398873,-33.1949,13.3797,74.1732,0.0000,-0.839702,0.340837,1.290193,0.000000,0.391477,0.391477,0.000000,0.391477,1.201274,-0.675977,1.200000,0,1.0000,1,0.000000,-0.764397,0.460718,1.200868,14.124731,-0.437428,1.201274,-0.675977
3035,1.398873,-33.0592,13.4184,73.9229,0.0000,-0.836261,0.341837,1.285911,0.000000,0.392250,0.392250,0.000000,0.392250,1.201886,-0.671786,1.200000,0,1.0000,1,0.000000,-0.763677,0.460997,1.200296,14.124732,-0.428695,1.201886,-0.671786
3045,1.398873,-32.9238,13.4578,73.6887,0.0000,-0.832825,0.342849,1.282237,0.000000,0.401513,0.401513,0.000000,0.401513,1.202684,-0.666319,1.200000,0,1.0000,1,0.000000,-0.755055,0.464381,1.193320,14.124733,-0.387256,1.202684,-0.666319
3055,1.398873,-32.7885,13.4977,73.4699,0.0000,-0.829391,0.343875,1.278305,0.000000,0.405681,0.405681,0.000000,0.405681,1.203458,-0.661017,1.200000,0,1.0000,1,0.000000,-0.751182,0.465923,1.190113,14.124734,-0.398792,1.203458,-0.661017
3065,1.398873,-32.6533,13.5381,73.2355,0.0000,-0.825962,0.344913,1.274800,0.000000,0.407556,0.407556,0.000000,0.407556,1.204117,-0.656506,1.200000,0,1.0000,1,0.000000,-0.749441,0.466621,1.188656,14.124735,-0.339989,1.204117,-0.656506
3075,1.398873,-32.5182,13.5790,73.0128,0.0000,-0.822536,0.345968,1.270570,0.000000,0.408400,0.408400,0.000000,0.408400,1.204647,-0.652881,1.200000,0,1.0000,1,0.000000,-0.748658,0.466936,1.187998,14.124736,-0.374364,1.204647,-0.652881
3085,1.398873,-32.3835,13.6205,72.7853,0.0000,-0.819118,0.347034,1.266811,0.000000,0.408780,0.408780,0.000000,0.408780,1.205029,-0.650262,1.200000,0,1.0000,1,0.000000,-0.748306,0.467078,1.187701,14.124737,-0.353219,1.205029,-0.650262
3141,1.398873,-32.1896,13.6825,71.7386,0.0000,-0.812720,0.349225,1.238526,0.000000,0.418039,0.418039,0.000000,0.418039,1.205968,-0.643834,1.200000,0,1.0000,1,0.000000,-0.739731,0.470571,1.180355,3.706495,-0.246337,1.205968,-0.643834
3143,1.398873,-32.1818,13.6851,71.7340,0.0000,-0.817223,0.347666,1.251480,0.000000,0.418039,0.418039,0.000000,0.418039,1.206794,-0.638178,1.200000,0,1.0000,1,0.000000,-0.739731,0.470571,1.180355,4.063595,-0.257003,1.206794,-0.638178
3144,1.398873,-32.1737,13.6878,71.7353,0.0000,-0.817005,0.347737,1.251504,0.000000,0.418039,0.418039,0.000000,0.418039,1.207535,-0.633108,1.200000,0,1.0000,1,0.000000,-0.739731,0.470571,1.180355,4.282321,-0.256621,1.207535,-0.633108
3149,1.398873,-32.1502,13.6956,71.5292,0.0000,-0.816017,0.348068,1.246900,0.000000,0.418039,0.418039,0.000000,0.418039,1.208253,-0.628189,1.200000,0,1.0000,1,0.000000,-0.739731,0.470571,1.180355,4.963644,-0.303863,1.208253,-0.628189
3151,1.398873,-32.1453,13.6972,71.5321,0.0000,-0.816249,0.347989,1.247847,0.000000,0.418039,0.418039,0.000000,0.418039,1.208900,-0.623758,1.200000,0,1.0000,1,0.000000,-0.739731,0.470571,1.180355,5.038651,-0.311711,1.208900,-0.623758
3153,1.398873,-32.1354,13.7005,71.5323,0.0000,-0.815987,0.348077,1.247853,0.000000,0.418039,0.418039,0.000000,0.418039,1.209476,-0.619818,1.200000,0,1.0000,1,0.000000,-0.739731,0.470571,1.180355,5.224995,-0.311005,1.209476,-0.619818
3155,1.398873,-32.1196,13.7058,71.3337,0.0000,-0.815571,0.348217,1.244377,0.000000,0.418039,0.418039,0.000000,0.418039,1.210050,-0.615882,1.200000,0,1.0000,1,0.000000,-0.739731,0.470571,1.180355,5.559055,-0.315306,1.210050,-0.615882
3165,1.398873,-32.0573,13.7269,71.1342,0.0000,-0.812676,0.349211,1.237830,0.000000,0.422298,0.422298,0.000000,0.422298,1.210703,-0.611412,1.200000,0,1.0000,1,0.000000,-0.735796,0.472198,1.176904,6.581531,-0.369591,1.210703,-0.611412
3175,1.398873,-31.9855,13.7516,70.9290,0.0000,-0.810610,0.349927,1.235143,0.000000,0.424257,0.424257,0.000000,0.424257,1.211311,-0.607248,1.200000,0,1.0000,1,0.000000,-0.733987,0.472952,1.175302,7.599869,-0.280120,1.211311,-0.607248
3185,1.398873,-31.9054,13.7795,70.7315,0.0000,-0.808366,0.350715,1.231730,0.000000,0.425158,0.425158,0.000000,0.425158,1.211849,-0.603568,1.200000,0,1.0000,1,0.000000,-0.733156,0.473299,1.174562,8.485550,-0.276713,1.211849,-0.603568
3195,1.398873,-31.8182,13.8102,70.5236,0.0000,-0.805968,0.351571,1.227627,0.000000,0.425573,0.425573,0.000000,0.425573,1.212312,-0.600399,1.200000,0,1.0000,1,0.000000,-0.732773,0.473459,1.174220,9.261143,-0.324179,1.212312,-0.600399
3205,1.398873,-31.7247,13.8434,70.3122,0.0000,-0.803433,0.352482,1.223868,0.000000,0.425763,0.425763,0.000000,0.425763,1.212683,-0.597854,1.200000,0,1.0000,1,0.000000,-0.732597,0.473533,1.174063,9.936769,-0.331178,1.212683,-0.597854
3215,1.398873,-31.6257,13.8791,70.0971,0.0000,-0.800783,0.353446,1.220104,0.000000,0.425851,0.425851,0.000000,0.425851,1.212961,-0.595954,1.200000,0,1.0000,1,0.000000,-0.732516,0.473567,1.173991,10.523431,-0.332211,1.212961,-0.595954
3225,1.398873,-31.5221,13.9168,69.9026,0.0000,-0.798031,0.354454,1.218136,0.000000,0.435150,0.435150,0.000000,0.435150,1.213428,-0.592756,1.200000,0,1.0000,1,0.000000,-0.723954,0.477194,1.166217,11.031441,-0.189449,1.213428,-0.592756
3235,1.398873,-31.4145,13.9563,69.7211,0.0000,-0.795198,0.355508,1.214069,0.000000,0.439521,0.439521,0.000000,0.439521,1.213934,-0.589289,1.200000,0,1.0000,1,0.000000,-0.719940,0.478922,1.162488,11.470343,-0.279393,1.213934,-0.589289
3245,1.398873,-31.3036,13.9975,69.5313,0.0000,-0.792295,0.356598,1.210323,0.000000,0.441575,0.441575,0.000000,0.441575,1.214390,-0.586168,1.200000,0,1.0000,1,0.000000,-0.718055,0.479739,1.160719,11.848817,-0.322809,1.214390,-0.586168
3255,1.398873,-31.1898,14.0402,69.3253,0.0000,-0.789331,0.357723,1.206367,0.000000,0.442540,0.442540,0.000000,0.442540,1.214765,-0.583600,1.200000,0,1.0000,1,0.000000,-0.717170,0.480124,1.159883,12.174666,-0.358743,1.214765,-0.583600
3265,1.398873,-31.0735,14.0843,69.1147,0.0000,-0.786315,0.358877,1.203568,0.000000,0.442994,0.442994,0.000000,0.442994,1.215022,-0.581843,1.200000,0,1.0000,1,0.000000,-0.716754,0.480305,1.159490,12.454833,-0.271095,1.215022,-0.581843
3275,1.398873,-30.9552,14.1297,68.9202,0.0000,-0.783257,0.360064,1.199638,0.000000,0.443207,0.443207,0.000000,0.443207,1.215182,-0.580749,1.200000,0,1.0000,1,0.000000,-0.716558,0.480391,1.159305,12.695452,-0.324665,1.215182,-0.580749
3285,1.398873,-30.8351,14.1762,68.7430,0.0000,-0.780162,0.361274,1.196632,0.000000,0.452739,0.452739,0.000000,0.452739,1.215545,-0.578258,1.200000,0,1.0000,1,0.000000,-0.707838,0.484240,1.150913,12.901912,-0.316092,1.215545,-0.578258
3295,1.398873,-30.7135,14.2238,68.5727,0.0000,-0.777033,0.362508,1.193411,0.000000,0.457315,0.457315,0.000000,0.457315,1.215929,-0.575633,1.200000,0,1.0000,1,0.000000,-0.703664,0.486114,1.146802,13.078919,-0.340826,1.215929,-0.575633
3305,1.398873,-30.5904,14.2722,68.4051,0.0000,-0.773876,0.363763,1.190226,0.000000,0.459511,0.459511,0.000000,0.459511,1.216252,-0.573423,1.200000,0,1.0000,1,0.000000,-0.701663,0.487019,1.144809,13.230574,-0.366884,1.216252,-0.573423
3315,1.398873,-30.4664,14.3216,68.2198,0.0000,-0.770700,0.365036,1.187783,0.000000,0.460565,0.460565,0.000000,0.460565,1.216466,-0.571956,1.200000,0,1.0000,1,0.000000,-0.700703,0.487455,1.143848,13.360434,-0.287827,1.216466,-0.571956
3325,1.398873,-30.3416,14.3717,68.0404,0.0000,-0.767507,0.366331,1.184041,0.000000,0.461071,0.461071,0.000000,0.461071,1.216588,-0.571119,1.200000,0,1.0000,1,0.000000,-0.700242,0.487665,1.143386,13.471576,-0.348804,1.216588,-0.571119
3335,1.398873,-30.2160,14.4225,67.8680,0.0000,-0.764298,0.367640,1.181469,0.000000,0.470925,0.470925,0.000000,0.470925,1.216902,-0.568968,1.200000,0,1.0000,1,0.000000,-0.691294,0.491790,1.134253,13.566661,-0.305149,1.216902,-0.568968
3345,1.398873,-30.0897,14.4741,67.7016,0.0000,-0.761076,0.368967,1.178375,0.000000,0.470925,0.470925,0.000000,0.470925,1.217087,-0.567701,1.200000,0,1.0000,1,0.000000,-0.691294,0.491790,1.134253,13.647978,-0.323998,1.217087,-0.567701
3355,1.398873,-29.9630,14.5263,67.5236,0.0000,-0.757846,0.370311,1.175088,0.000000,0.475753,0.475753,0.000000,0.475753,1.217310,-0.566176,1.200000,0,1.0000,1,0.000000,-0.686923,0.493841,1.129685,13.717502,-0.342095,1.217310,-0.566176
3365,1.398873,-29.8359,14.5791,67.3204,0.0000,-0.754608,0.371669,1.171864,0.000000,0.478119,0.478119,0.000000,0.478119,1.217487,-0.564961,1.200000,0,1.0000,1,0.000000,-0.684785,0.494854,1.127424,13.776928,-0.309789,1.217487,-0.564961
3375,1.398873,-29.7086,14.6326,67.1357,0.0000,-0.751365,0.373042,1.168904,0.000000,0.479278,0.479278,0.000000,0.479278,1.217579,-0.564332,1.200000,0,1.0000,1,0.000000,-0.683738,0.495352,1.126311,13.827711,-0.283523,1.217579,-0.564332
3385,1.398873,-29.5810,14.6866,66.9536,0.0000,-0.748119,0.374431,1.165154,0.000000,0.479846,0.479846,0.000000,0.479846,1.217589,-0.564269,1.200000,0,1.0000,1,0.000000,-0.683225,0.495596,1.125765,13.871100,-0.340616,1.217589,-0.564269
3395,1.398873,-29.4532,14.7412,66.7740,0.0000,-0.744868,0.375829,1.162868,0.000000,0.489923,0.489923,0.000000,0.489923,1.217795,-0.562854,1.200000,0,1.0000,1,0.000000,-0.674151,0.499979,1.115925,13.908167,-0.255905,1.217795,-0.562854
3405,1.398873,-29.3253,14.7964,66.5922,0.0000,-0.741617,0.377244,1.159176,0.000000,0.489923,0.489923,0.000000,0.489923,1.217893,-0.562187,1.200000,0,1.0000,1,0.000000,-0.674151,0.499979,1.115925,13.939828,-0.307733,1.217893,-0.562187
3415,1.398873,-29.1972,14.8520,66.4137,0.0000,-0.738364,0.378673,1.155419,0.000000,0.494962,0.494962,0.000000,0.494962,1.218048,-0.561120,1.200000,0,1.0000,1,0.000000,-0.669631,0.502204,1.110905,13.966868,-0.371927,1.218048,-0.561120
3425,1.398873,-29.0693,14.9081,66.2359,0.0000,-0.735114,0.380111,1.152393,0.000000,0.497481,0.497481,0.000000,0.497481,1.218164,-0.560331,1.200000,0,1.0000,1,0.000000,-0.667375,0.503325,1.108370,13.989961,-0.364177,1.218164,-0.560331
3435,1.398873,-28.9414,14.9647,66.0608,0.0000,-0.731861,0.381553,1.151135,0.000000,0.498740,0.498740,0.000000,0.498740,1.218165,-0.560319,1.200000,0,1.0000,1,0.000000,-0.666248,0.503887,1.107096,14.009680,-0.184366,1.218165,-0.560319
3445,1.398873,-28.8134,15.0217,65.8955,0.0000,-0.728613,0.383016,1.147222,0.000000,0.499370,0.499370,0.000000,0.499370,1.218096,-0.560791,1.200000,0,1.0000,1,0.000000,-0.665685,0.504169,1.106457,14.026517,-0.287232,1.218096,-0.560791
3455,1.398873,-28.6855,15.0792,65.7067,0.0000,-0.725366,0.384487,1.144120,0.000000,0.509679,0.509679,0.000000,0.509679,1.218253,-0.559722,1.200000,0,1.0000,1,0.000000,-0.656492,0.508834,1.095855,14.040892,-0.267800,1.218253,-0.559722
3465,1.398873,-28.5577,15.1371,65.5040,0.0000,-0.722122,0.385974,1.140196,0.000000,0.509679,0.509679,0.000000,0.509679,1.218309,-0.559339,1.200000,0,1.0000,1,0.000000,-0.656492,0.508834,1.095855,14.053165,-0.306470,1.218309,-0.559339
3475,1.398873,-28.4300,15.1956,65.3292,0.0000,-0.718881,0.387468,1.137071,0.000000,0.509679,0.509679,0.000000,0.509679,1.218253,-0.559717,1.200000,0,1.0000,1,0.000000,-0.656492,0.508834,1.095855,14.063643,-0.313752,1.218253,-0.559717
3485,1.398873,-28.3024,15.2544,65.1530,0.0000,-0.715642,0.388973,1.134230,0.000000,0.519679,0.519679,0.000000,0.519679,1.218405,-0.558680,1.200000,0,1.0000,1,0.000000,-0.647623,0.513454,1.085299,14.072588,-0.290377,1.218405,-0.558680
3495,1.398873,-28.1750,15.3137,64.9774,0.0000,-0.712410,0.390490,1.131003,0.000000,0.519679,0.519679,0.000000,0.519679,1.218442,-0.558422,1.200000,0,1.0000,1,0.000000,-0.647623,0.513454,1.085299,14.080224,-0.306654,1.218442,-0.558422
3505,1.398873,-28.0477,15.3733,64.7895,0.0000,-0.709181,0.392019,1.127050,0.000000,0.519679,0.519679,0.000000,0.519679,1.218388,-0.558796,1.200000,0,1.0000,1,0.000000,-0.647623,0.513454,1.085299,14.086743,-0.374062,1.218388,-0.558796
3515,1.398873,-27.9205,15.4335,64.5990,0.0000,-0.705952,0.393557,1.124119,0.000000,0.529679,0.529679,0.000000,0.529679,1.218541,-0.557750,1.200000,0,1.0000,1,0.000000,-0.638804,0.518168,1.074476,14.092307,-0.334650,1.218541,-0.557750
3525,1.398873,-27.7934,15.4940,64.4290,0.0000,-0.702728,0.395105,1.121152,0.000000,0.529679,0.529679,0.000000,0.529679,1.218574,-0.557522,1.200000,0,1.0000,1,0.000000,-0.638804,0.518168,1.074476,14.097057,-0.334674,1.218574,-0.557522
3535,1.398873,-27.6664,15.5550,64.2615,0.0000,-0.699504,0.396660,1.119486,0.000000,0.529679,0.529679,0.000000,0.529679,1.218468,-0.558248,1.200000,0,1.0000,1,0.000000,-0.638804,0.518168,1.074476,14.101111,-0.208955,1.218468,-0.558248
3545,1.398873,-27.5396,15.6164,64.0897,0.0000,-0.696288,0.398232,1.115650,0.000000,0.539679,0.539679,0.000000,0.539679,1.218592,-0.557400,1.200000,0,1.0000,1,0.000000,-0.630037,0.522978,1.063386,14.104572,-0.292630,1.218592,-0.557400
3555,1.398873,-27.4130,15.6781,63.9228,0.0000,-0.693078,0.399811,1.112275,0.000000,0.539679,0.539679,0.000000,0.539679,1.218607,-0.557293,1.200000,0,1.0000,1,0.000000,-0.630037,0.522978,1.063386,14.107526,-0.338794,1.218607,-0.557293
3565,1.398873,-27.2866,15.7403,63.7555,0.0000,-0.689871,0.401397,1.109879,0.000000,0.539679,0.539679,0.000000,0.539679,1.218500,-0.558025,1.200000,0,1.0000,1,0.000000,-0.630037,0.522978,1.063386,14.110047,-0.286510,1.218500,-0.558025
3575,1.398873,-27.1603,15.8028,63.5858,0.0000,-0.686667,0.402994,1.106856,0.000000,0.549679,0.549679,0.000000,0.549679,1.218606,-0.557301,1.200000,0,1.0000,1,0.000000,-0.621325,0.527887,1.052030,14.112199,-0.292531,1.218606,-0.557301
3585,1.398873,-27.0342,15.8656,63.4291,0.0000,-0.683467,0.404602,1.103491,0.000000,0.549679,0.549679,0.000000,0.549679,1.218605,-0.557311,1.200000,0,1.0000,1,0.000000,-0.621325,0.527887,1.052030,14.114036,-0.355642,1.218605,-0.557311
3595,1.398873,-26.9081,15.9289,63.2733,0.0000,-0.680268,0.406215,1.101488,0.000000,0.549679,0.549679,0.000000,0.549679,1.218474,-0.558206,1.200000,0,1.0000,1,0.000000,-0.621325,0.527887,1.052030,14.115604,-0.283960,1.218474,-0.558206
3605,1.398873,-26.7823,15.9925,63.1064,0.0000,-0.677077,0.407841,1.098195,0.000000,0.559679,0.559679,0.000000,0.559679,1.218563,-0.557596,1.200000,0,1.0000,1,0.000000,-0.612669,0.532895,1.040407,14.116942,-0.321965,1.218563,-0.557596
3615,1.398873,-26.6566,16.0564,62.9342,0.0000,-0.673890,0.409475,1.095159,0.000000,0.559679,0.559679,0.000000,0.559679,1.218540,-0.557756,1.200000,0,1.0000,1,0.000000,-0.612669,0.532895,1.040407,14.118085,-0.324956,1.218540,-0.557756
3625,1.398873,-26.5311,16.1208,62.7689,0.0000,-0.670705,0.411116,1.093298,0.000000,0.559679,0.559679,0.000000,0.559679,1.218386,-0.558809,1.200000,0,1.0000,1,0.000000,-0.612669,0.532895,1.040407,14.119060,-0.222717,1.218386,-0.558809
3635,1.398873,-26.4058,16.1855,62.6034,0.0000,-0.667529,0.412771,1.089848,0.000000,0.569679,0.569679,0.000000,0.569679,1.218457,-0.558320,1.200000,0,1.0000,1,0.000000,-0.604073,0.538005,1.028521,14.119892,-0.278678,1.218457,-0.558320
3645,1.398873,-26.2807,16.2506,62.4485,0.0000,-0.664357,0.414434,1.086434,0.000000,0.569679,0.569679,0.000000,0.569679,1.218426,-0.558537,1.200000,0,1.0000,1,0.000000,-0.604073,0.538005,1.028521,14.120602,-0.349684,1.218426,-0.558537
3655,1.398873,-26.1558,16.3160,62.2869,0.0000,-0.661185,0.416102,1.084390,0.000000,0.569679,0.569679,0.000000,0.569679,1.218268,-0.559618,1.200000,0,1.0000,1,0.000000,-0.604073,0.538005,1.028521,14.121208,-0.272197,1.218268,-0.559618
3665,1.398873,-26.0310,16.3817,62.1230,0.0000,-0.658022,0.417784,1.081035,0.000000,0.579679,0.579679,0.000000,0.579679,1.218333,-0.559168,1.200000,0,1.0000,1,0.000000,-0.595539,0.543217,1.016372,14.121726,-0.321545,1.218333,-0.559168
3675,1.398873,-25.9064,16.4479,61.9510,0.0000,-0.654861,0.419474,1.077963,0.000000,0.579679,0.579679,0.000000,0.579679,1.218289,-0.559471,1.200000,0,1.0000,1,0.000000,-0.595539,0.543217,1.016372,14.122167,-0.328573,1.218289,-0.559471
3685,1.398873,-25.7820,16.5144,61.7942,0.0000,-0.651707,0.421170,1.075376,0.000000,0.579679,0.579679,0.000000,0.579679,1.218131,-0.560554,1.200000,0,1.0000,1,0.000000,-0.595539,0.543217,1.016372,14.122544,-0.313648,1.218131,-0.560554
3695,1.398873,-25.6578,16.5812,61.6367,0.0000,-0.648558,0.422877,1.072337,0.000000,0.589679,0.589679,0.000000,0.589679,1.218190,-0.560149,1.200000,0,1.0000,1,0.000000,-0.587070,0.548534,1.003965,14.122866,-0.342625,1.218190,-0.560149
3705,1.398873,-25.5338,16.6484,61.4915,0.0000,-0.645411,0.424591,1.070190,0.000000,0.589679,0.589679,0.000000,0.589679,1.218121,-0.560625,1.200000,0,1.0000,1,0.000000,-0.587070,0.548534,1.003965,14.123140,-0.303914,1.218121,-0.560625
3715,1.398873,-25.4099,16.7159,61.3321,0.0000,-0.642268,0.426312,1.068182,0.000000,0.589679,0.589679,0.000000,0.589679,1.217927,-0.561951,1.200000,0,1.0000,1,0.000000,-0.587070,0.548534,1.003965,14.123375,-0.226462,1.217927,-0.561951
3725,1.398873,-25.2862,16.7837,61.1788,0.0000,-0.639132,0.428045,1.064718,0.000000,0.589679,0.589679,0.000000,0.589679,1.217646,-0.563873,1.200000,0,1.0000,1,0.000000,-0.587070,0.548534,1.003965,14.123575,-0.305427,1.217646,-0.563873
3735,1.398873,-25.1626,16.8519,61.0165,0.0000,-0.635998,0.429788,1.061750,0.000000,0.599679,0.599679,0.000000,0.599679,1.217600,-0.564187,1.200000,0,1.0000,1,0.000000,-0.578668,0.553957,0.991301,14.123746,-0.318776,1.217600,-0.564187
3745,1.398873,-25.0393,16.9205,60.8692,0.0000,-0.632870,0.431536,1.059291,0.000000,0.599679,0.599679,0.000000,0.599679,1.217437,-0.565306,1.200000,0,1.0000,1,0.000000,-0.578668,0.553957,0.991301,14.123891,-0.307642,1.217437,-0.565306
3755,1.398873,-24.9162,16.9893,60.7100,0.0000,-0.629749,0.433293,1.056251,0.000000,0.599679,0.599679,0.000000,0.599679,1.217175,-0.567103,1.200000,0,1.0000,1,0.000000,-0.578668,0.553957,0.991301,14.124016,-0.333853,1.217175,-0.567103
3765,1.398873,-24.7933,17.0585,60.5412,0.0000,-0.626630,0.435057,1.054234,0.000000,0.609679,0.609679,0.000000,0.609679,1.217127,-0.567431,1.200000,0,1.0000,1,0.000000,-0.570336,0.559487,0.978386,14.124122,-0.240841,1.217127,-0.567431
3775,1.398873,-24.6706,17.1280,60.3747,0.0000,-0.623519,0.436832,1.051724,0.000000,0.609679,0.609679,0.000000,0.609679,1.216962,-0.568559,1.200000,0,1.0000,1,0.000000,-0.570336,0.559487,0.978386,14.124212,-0.201245,1.216962,-0.568559
3785,1.398873,-24.5481,17.1979,60.2104,0.0000,-0.620412,0.438619,1.048084,0.000000,0.609679,0.609679,0.000000,0.609679,1.216710,-0.570283,1.200000,0,1.0000,1,0.000000,-0.570336,0.559487,0.978386,14.124290,-0.278688,1.216710,-0.570283
3795,1.398873,-24.4257,17.2682,60.0697,0.0000,-0.617309,0.440411,1.045494,0.000000,0.619679,0.619679,0.000000,0.619679,1.216685,-0.570453,1.200000,0,1.0000,1,0.000000,-0.562077,0.565124,0.965234,14.124356,-0.291971,1.216685,-0.570453
3805,1.398873,-24.3035,17.3387,59.9290,0.0000,-0.614211,0.442212,1.042469,0.000000,0.619679,0.619679,0.000000,0.619679,1.216552,-0.571367,1.200000,0,1.0000,1,0.000000,-0.562077,0.565124,0.965234,14.124412,-0.349010,1.216552,-0.571367
3815,1.398873,-24.1816,17.4095,59.7878,0.0000,-0.611117,0.444016,1.040637,0.000000,0.619679,0.619679,0.000000,0.619679,1.216290,-0.573160,1.200000,0,1.0000,1,0.000000,-0.562077,0.565124,0.965234,14.124460,-0.285727,1.216290,-0.573160
3825,1.398873,-24.0599,17.4806,59.6218,0.0000,-0.608032,0.445832,1.037317,0.000000,0.629679,0.629679,0.000000,0.629679,1.216273,-0.573280,1.200000,0,1.0000,1,0.000000,-0.553893,0.570871,0.952122,14.124501,-0.328034,1.216273,-0.573280
3835,1.398873,-23.9383,17.5521,59.4482,0.0000,-0.604950,0.447658,1.034081,0.000000,0.629679,0.629679,0.000000,0.629679,1.216150,-0.574120,1.200000,0,1.0000,1,0.000000,-0.553893,0.570871,0.952122,14.124536,-0.348636,1.216150,-0.574120
3845,1.398873,-23.8170,17.6240,59.2983,0.0000,-0.601871,0.449491,1.031920,0.000000,0.629679,0.629679,0.000000,0.629679,1.215904,-0.575801,1.200000,0,1.0000,1,0.000000,-0.553893,0.570871,0.952122,14.124566,-0.303042,1.215904,-0.575801
3855,1.398873,-23.6957,17.6962,59.1659,0.0000,-0.598796,0.451330,1.029836,0.000000,0.639679,0.639679,0.000000,0.639679,1.215877,-0.575990,1.200000,0,1.0000,1,0.000000,-0.545784,0.576723,0.939178,14.124592,-0.280330,1.215877,-0.575990
3865,1.398873,-23.5748,17.7686,59.0275,0.0000,-0.595728,0.453176,1.027515,0.000000,0.639679,0.639679,0.000000,0.639679,1.215725,-0.577029,1.200000,0,1.0000,1,0.000000,-0.545784,0.576723,0.939178,14.124613,-0.270960,1.215725,-0.577029
3875,1.398873,-23.4540,17.8413,58.8691,0.0000,-0.592665,0.455030,1.025093,0.000000,0.639679,0.639679,0.000000,0.639679,1.215458,-0.578860,1.200000,0,1.0000,1,0.000000,-0.545784,0.576723,0.939178,14.124632,-0.236639,1.215458,-0.578860
3885,1.398873,-23.3334,17.9143,58.7139,0.0000,-0.589607,0.456896,1.022044,0.000000,0.649679,0.649679,0.000000,0.649679,1.215432,-0.579034,1.200000,0,1.0000,1,0.000000,-0.537751,0.582679,0.926410,14.124648,-0.270749,1.215432,-0.579034
3895,1.398873,-23.2129,17.9877,58.5690,0.0000,-0.586552,0.458769,1.019040,0.000000,0.649679,0.649679,0.000000,0.649679,1.215296,-0.579965,1.200000,0,1.0000,1,0.000000,-0.537751,0.582679,0.926410,14.124661,-0.318254,1.215296,-0.579965
3905,1.398873,-23.0926,18.0615,58.4157,0.0000,-0.583502,0.460651,1.016324,0.000000,0.649679,0.649679,0.000000,0.649679,1.215048,-0.581661,1.200000,0,1.0000,1,0.000000,-0.537751,0.582679,0.926410,14.124673,-0.322307,1.215048,-0.581661
3915,1.398873,-22.9726,18.1355,58.2615,0.0000,-0.580457,0.462535,1.015021,0.000000,0.659679,0.659679,0.000000,0.659679,1.215006,-0.581954,1.200000,0,1.0000,1,0.000000,-0.529795,0.588736,0.913825,14.124683,-0.183428,1.215006,-0.581954
3925,1.398873,-22.8526,18.2100,58.1073,0.0000,-0.577416,0.464437,1.011422,0.000000,0.659679,0.659679,0.000000,0.659679,1.214866,-0.582913,1.200000,0,1.0000,1,0.000000,-0.529795,0.588736,0.913825,14.124691,-0.274204,1.214866,-0.582913
3935,1.398873,-22.7329,18.2847,57.9450,0.0000,-0.574381,0.466345,1.008159,0.000000,0.659679,0.659679,0.000000,0.659679,1.214625,-0.584557,1.200000,0,1.0000,1,0.000000,-0.529795,0.588736,0.913825,14.124698,-0.317279,1.214625,-0.584557
3945,1.398873,-22.6134,18.3597,57.7920,0.0000,-0.571351,0.468258,1.005614,0.000000,0.669679,0.669679,0.000000,0.669679,1.214617,-0.584613,1.200000,0,1.0000,1,0.000000,-0.521915,0.594892,0.901427,14.124705,-0.304649,1.214617,-0.584613
